Hours_Studied,Marks
3.12,24.65
9.12,76.14
1.65,15.31
6.42,62.62
2.58,27.43
0.15,3.09
2.89,38.34
11.71,97.89
9.62,90.0
11.51,98.19
5.85,28.41
1.32,23.58
6.58,53.96
5.45,43.1
10.13,83.87
1.18,5.97
5.86,49.14
1.8,8.49
3.9,43.91
8.85,69.65
5.71,41.87
4.51,26.84
4.73,40.56
5.51,45.98
9.42,79.25
10.71,75.37
11.46,75.7
9.44,81.8
3.78,45.13
8.26,55.8
5.25,57.9
3.06,27.29
10.09,80.65
0.46,0.0
10.82,72.72
5.54,54.18
7.65,53.42
7.91,55.5
10.74,95.85
7.64,42.29
7.37,43.7
0.8,6.22
6.22,52.7
1.8,19.26
8.85,67.78
6.15,74.48
8.16,63.02
0.5,1.69
1.02,0.17
8.6,70.01
0.87,13.07
0.86,18.88
0.15,0.0
11.48,89.36
8.85,75.27
4.24,39.78
3.56,28.53
4.2,39.0
9.3,66.28
7.94,79.07
2.22,27.71
2.09,3.27
1.18,0.0
7.92,52.92
9.17,80.16
3.18,12.6
0.25,0.0
0.99,12.44
11.61,92.25
3.55,30.95
9.23,63.19
7.5,65.92
4.58,30.53
2.47,16.5
1.46,14.03
7.38,60.07
9.3,74.6
7.73,54.31
6.36,47.91
0.5,4.05
11.62,79.22
9.58,72.05
3.51,31.99
11.76,81.3
7.22,69.35
6.99,68.61
8.98,59.36
9.74,91.51
7.88,61.59
1.54,16.48
4.06,27.51
11.14,98.33
2.7,25.62
4.47,27.59
5.18,29.83
5.27,27.58
7.36,60.72
11.32,96.26
2.89,29.62
1.46,10.48
2.37,7.39
10.64,78.32
7.75,73.52
3.43,22.6
9.79,79.77
10.34,71.94
10.16,84.63
11.03,83.64
3.03,34.68
9.06,80.22
5.53,39.25
10.1,79.57
8.74,64.42
9.32,60.34
7.87,54.42
2.13,19.02
6.54,55.58
11.82,96.01
11.25,86.97
0.52,13.48
1.98,16.46
1.58,19.68
8.71,51.96
9.81,39.28
2.56,23.33
6.07,34.31
10.09,78.58
8.79,67.33
6.51,67.93
7.08,60.67
6.1,50.46
3.57,36.93
6.78,57.93
8.27,61.56
10.48,94.55
7.64,49.99
9.13,76.3
1.92,0.0
5.54,46.35
0.11,2.83
2.96,40.45
8.72,54.09
11.9,89.2
1.19,17.75
4.82,41.9
9.6,78.61
2.45,10.03
6.66,47.38
8.8,82.83
7.39,58.62
2.26,21.8
4.26,32.97
9.41,63.41
6.65,62.54
0.06,5.53
9.13,96.11
0.42,0.0
8.95,79.82
2.43,6.32
11.5,93.55
4.42,45.09
3.92,10.66
1.79,12.24
3.67,23.71
10.52,77.14
11.96,99.5
4.42,46.56
5.38,41.73
8.66,71.37
10.63,86.22
7.12,56.95
4.7,26.69
4.95,50.7
8.35,69.73
0.04,4.26
7.44,51.42
4.27,29.54
9.53,74.48
1.12,0.0
7.06,39.59
5.77,40.17
7.71,66.89
0.78,0.0
6.96,45.49
6.74,45.76
6.73,49.27
7.24,54.4
8.12,86.6
9.66,87.83
3.24,36.15
9.9,90.89
5.98,37.84
0.92,0.0
0.7,0.0
4.01,45.43
9.42,69.88
8.49,55.42
9.46,71.4
6.21,47.27
5.28,44.94
1.77,16.66
3.94,23.22
5.21,48.52
1.06,2.11
2.65,19.62
7.18,64.3
8.83,64.21
11.98,90.15
11.2,95.5
7.71,53.11
5.05,36.59
7.63,66.63
9.43,95.96
1.42,17.41
4.92,44.08
10.08,85.93
4.61,26.12
6.86,56.06
7.05,56.13
2.21,20.93
4.35,35.94
4.01,35.91
0.31,0.0
0.29,2.91
9.98,67.56
3.28,23.02
6.22,63.64
3.58,31.87
11.29,90.1
3.11,43.85
5.16,27.64
10.47,72.69
10.1,97.95
2.23,18.33
9.63,74.63
5.5,31.99
5.8,50.84
1.6,18.26
0.97,0.0
8.74,68.48
5.96,44.31
5.24,44.5
8.75,58.84
9.19,86.01
1.91,24.41
7.32,54.95
1.62,10.83
9.02,70.77
7.88,55.28
11.48,87.4
0.83,3.92
0.68,21.61
3.39,36.56
3.14,34.47
2.96,27.41
10.88,75.83
2.99,23.54
3.26,35.81
9.11,60.32
5.4,49.54
9.32,97.79
0.78,16.89
5.85,60.95
0.4,5.41
0.75,15.69
10.88,79.84
1.67,21.33
6.39,57.66
4.93,42.36
4.17,46.51
10.8,81.0
0.26,0.22
7.97,64.68
11.56,82.19
6.72,56.05
11.24,72.75
0.63,15.49
5.03,40.67
3.12,19.77
8.77,61.82
11.78,91.86
3.08,31.51
7.85,68.28
2.38,11.96
6.78,45.81
5.57,51.11
11.66,86.09
7.3,59.02
4.19,34.79
1.37,14.07
1.81,23.1
2.7,9.0
3.01,4.98
10.21,75.98
6.73,71.89
6.28,70.47
1.38,29.33
10.32,80.64
8.67,51.57
0.81,0.0
8.49,61.81
6.52,50.2
0.98,20.85
5.5,52.67
5.82,48.8
1.99,7.02
11.35,81.18
10.2,84.14
8.03,71.2
5.55,48.3
4.94,29.18
7.81,69.0
6.55,56.62
0.75,0.0
6.15,41.36
9.68,84.3
5.51,41.74
0.62,20.88
9.44,80.49
2.42,14.46
3.1,24.73
1.98,16.45
3.96,24.42
9.08,63.52
6.23,56.87
2.46,28.12
10.53,90.31
10.55,99.59
10.45,78.16
2.87,39.67
5.41,34.31
11.82,84.43
9.26,56.51
0.33,0.0
0.78,1.22
5.57,49.8
10.91,89.72
6.46,39.79
5.97,43.86
1.27,6.41
7.88,45.29
9.87,69.11
4.57,28.81
9.31,88.79
11.57,94.5
2.45,26.18
6.28,35.25
3.45,39.51
9.51,89.13
6.93,35.47
7.61,53.87
9.57,81.56
4.75,44.46
10.98,81.06
6.4,48.12
1.9,9.19
8.35,67.91
9.52,88.12
3.8,22.7
10.29,92.3
10.87,79.17
3.32,18.11
11.8,100.0
1.69,22.73
2.42,27.91
2.21,4.53
10.73,81.16
7.85,71.04
1.83,15.02
5.28,31.53
7.38,63.65
1.0,0.86
10.59,100.0
9.64,92.59
6.06,54.54
11.61,100.0
5.01,40.75
11.81,100.0
8.02,78.9
7.62,63.38
1.99,13.38
10.58,67.62
5.13,40.21
1.95,23.81
0.15,10.67
6.72,58.78
6.33,45.22
8.63,49.29
10.68,80.51
0.95,4.58
8.78,67.09
2.25,24.18
10.3,100.0
9.83,79.87
6.49,49.75
8.52,65.59
3.77,31.42
5.65,36.95
9.86,80.08
5.51,48.6
4.29,36.45
5.93,52.02
9.94,83.85
4.02,14.46
2.09,23.05
8.54,61.64
9.91,68.34
1.21,0.0
2.88,27.36
1.7,11.4
4.18,16.58
5.4,48.01
8.99,57.49
7.81,63.91
7.45,61.99
4.23,42.68
10.1,98.6
5.66,31.6
11.75,93.47
7.61,58.11
1.52,16.46
8.11,67.07
3.9,27.68
8.24,61.48
0.84,0.0
2.1,26.67
10.27,86.74
2.73,30.99
10.04,77.25
3.35,20.24
7.71,50.93
8.33,70.23
6.15,38.82
3.66,47.8
2.55,7.34
0.4,5.92
3.65,44.85
7.84,68.69
11.26,91.83
10.45,73.95
9.19,59.72
9.46,83.39
7.98,78.9
3.12,20.6
10.89,75.7
8.05,39.81
6.73,43.99
1.33,9.52
5.36,58.91
5.52,50.93
10.37,86.05
6.56,48.48
4.56,30.69
11.72,100.0
1.33,12.64
5.07,19.54
0.5,0.0
8.88,62.45
11.02,82.67
3.36,32.51
10.3,81.33
3.51,27.28
10.93,100.0
9.05,65.42
9.66,95.91
0.22,0.0
11.55,93.32
8.72,66.95
3.66,30.49
9.95,84.07
3.38,31.36
10.47,76.25
1.35,0.0
8.44,92.59
6.49,47.07
1.16,16.26
2.9,7.15
0.15,0.0
5.63,43.73
3.62,33.65
7.18,30.22
3.57,30.2
3.6,17.29
8.92,74.59
0.58,0.0
10.83,78.12
10.23,79.08
8.01,53.59
7.12,52.19
10.71,73.73
2.22,0.0
0.95,17.76
2.87,10.03
9.53,74.49
0.42,10.86
6.99,49.8
11.95,87.31
10.27,84.41
6.26,61.24
0.76,0.0
9.98,78.31
7.19,40.18
1.38,7.1
1.13,9.35
10.92,78.78
8.03,59.67
9.95,65.53
10.55,85.15
6.86,65.45
6.21,38.7
5.17,35.09
3.8,35.45
5.22,53.84
9.29,59.36
7.22,56.1
10.71,88.51
5.32,41.54
7.29,33.51
7.58,65.62
7.1,72.0
8.43,68.62
2.85,12.48
6.15,44.06
1.25,27.7
4.61,46.01
5.85,53.22
7.83,66.18
11.41,84.64
7.21,55.66
8.92,70.61
6.08,54.1
7.61,75.96
0.85,17.99
3.05,10.23
4.34,36.98
5.67,52.73
0.55,10.57
1.68,7.15
3.32,55.72
11.66,80.5
3.98,20.98
5.78,48.61
2.35,39.99
7.33,50.27
3.37,24.29
2.48,30.64
6.2,49.41
0.07,0.0
0.09,6.39
2.63,23.76
0.44,13.83
1.3,23.29
4.07,35.6
9.63,79.97
6.86,57.06
6.15,54.11
3.52,28.73
11.18,89.44
4.76,50.08
1.05,23.52
7.4,44.16
1.37,11.03
4.14,26.25
6.09,45.6
10.49,87.95
5.92,54.07
8.43,66.3
11.91,76.18
1.58,2.97
3.3,35.34
4.73,10.48
5.06,52.37
4.93,44.67
10.89,100.0
8.57,66.56
7.29,37.74
3.71,34.0
9.89,91.83
11.46,100.0
9.85,72.21
0.02,1.02
7.64,55.77
0.61,0.0
3.09,34.28
0.71,0.0
7.25,49.03
8.24,54.87
1.37,0.0
4.61,38.31
5.47,55.41
4.43,33.58
1.45,0.0
5.03,48.62
9.01,88.97
0.85,0.35
0.96,2.91
4.26,39.21
11.3,100.0
8.02,58.98
8.14,51.83
4.34,41.06
7.12,64.98
0.12,1.03
7.63,55.48
10.96,97.62
7.35,64.09
10.48,76.19
8.69,69.99
1.45,0.0
10.83,93.49
0.8,3.76
6.41,46.9
1.71,13.32
0.14,1.53
5.06,49.46
3.54,34.23
5.83,45.09
6.93,63.05
0.52,8.21
1.48,7.54
6.7,52.38
4.12,31.46
8.75,75.05
7.83,58.95
10.15,77.27
8.31,86.17
5.16,50.67
8.08,57.0
3.3,32.15
3.68,30.59
9.47,79.66
5.36,44.23
9.58,88.54
9.87,82.41
10.29,81.71
11.0,98.42
5.17,43.71
3.83,31.83
6.99,59.03
4.45,34.7
7.21,57.8
8.47,61.87
8.26,58.58
4.49,25.97
2.0,2.1
5.17,32.53
1.71,11.95
10.68,86.48
4.15,30.49
1.85,0.0
0.31,18.19
7.75,72.86
7.64,65.6
4.09,51.77
0.86,0.0
4.92,58.2
3.73,20.22
8.13,67.39
7.27,45.42
4.38,35.15
2.61,24.78
11.86,93.3
5.45,50.72
8.26,67.06
1.69,8.27
5.83,40.95
0.33,10.75
6.07,41.99
11.57,100.0
4.61,49.11
0.47,0.0
0.37,14.3
4.66,57.85
1.92,17.88
0.28,8.23
9.07,82.97
5.5,41.26
3.47,29.59
10.8,73.27
1.39,12.54
11.47,96.75
3.77,35.3
10.66,95.94
7.24,50.13
9.92,74.04
11.81,100.0
3.46,26.18
11.53,94.27
4.67,36.72
4.63,28.79
4.08,48.91
6.5,46.7
1.85,3.53
6.64,48.65
6.5,31.99
9.14,66.63
10.0,70.35
5.29,48.46
3.63,22.29
3.11,33.77
2.34,32.67
0.69,13.35
4.11,30.72
3.24,27.35
11.6,77.53
6.69,52.2
4.17,24.73
6.97,62.67
1.67,39.09
5.33,47.63
7.51,40.21
5.87,43.32
4.82,39.8
11.93,96.28
10.56,77.2
7.48,62.3
6.83,42.24
7.45,50.13
2.42,25.78
4.74,27.78
0.47,9.17
5.71,31.96
6.52,69.78
2.73,14.12
11.57,90.31
10.91,90.61
8.67,63.67
6.4,52.64
10.44,89.27
1.57,22.15
9.49,83.8
1.5,10.26
9.53,74.78
3.31,49.96
10.53,93.7
11.33,81.41
1.79,15.28
5.55,41.07
11.77,92.82
5.8,34.11
10.36,78.78
7.06,74.63
4.5,41.82
3.43,2.52
2.44,31.68
9.14,84.03
4.64,33.52
6.14,56.26
5.91,38.67
6.93,50.72
10.39,98.08
11.77,91.43
4.89,20.43
9.93,78.81
9.17,72.61
6.88,67.04
11.47,91.92
2.41,15.03
1.31,20.94
10.25,83.19
5.27,34.66
10.16,92.86
10.72,87.67
0.75,6.03
10.6,86.59
5.38,32.33
6.13,43.72
7.52,60.19
11.12,86.99
0.23,14.56
5.72,47.95
8.25,74.57
8.67,69.47
8.31,77.05
1.61,16.88
3.59,28.88
4.3,34.3
9.65,67.68
3.35,31.83
2.53,19.83
11.49,86.9
0.11,11.92
11.97,83.29
8.12,60.75
9.94,89.81
3.54,31.44
0.17,0.9
8.85,73.35
10.01,81.87
8.89,55.92
1.71,10.22
9.04,88.49
9.23,67.22
7.9,60.04
9.19,68.13
10.15,80.34
7.36,53.07
1.06,13.37
5.85,48.79
0.93,15.19
4.89,28.61
4.89,35.68
0.79,4.08
4.19,38.04
1.33,2.72
9.7,86.75
11.37,100.0
0.87,0.0
11.46,86.78
6.27,44.85
3.59,55.08
0.92,3.08
6.01,64.84
9.53,63.61
8.49,57.98
0.6,0.0
0.87,0.0
4.83,36.0
3.54,21.26
2.79,14.12
3.37,38.56
9.64,89.37
11.15,98.7
4.86,44.13
10.87,87.91
3.86,25.89
5.72,36.21
2.71,25.33
7.69,49.75
11.75,84.04
7.24,69.46
4.29,53.36
7.77,66.12
1.48,22.86
10.66,82.85
6.04,34.92
5.39,49.26
7.03,61.94
7.5,60.7
0.86,4.47
8.19,75.15
2.9,13.37
8.57,60.8
9.87,68.88
9.65,78.03
6.63,42.16
6.24,43.09
1.71,6.66
9.3,71.83
3.26,11.18
5.96,48.55
3.41,39.76
1.61,14.2
7.55,75.85
0.65,18.56
8.98,79.65
3.81,31.24
0.0,0.24
6.13,56.71
0.56,0.58
3.31,7.69
8.48,72.79
0.75,0.0
10.07,70.96
0.05,0.37
2.96,22.74
8.89,57.01
3.8,32.02
1.22,19.44
4.32,23.3
3.24,38.68
10.11,65.3
3.76,51.25
9.47,71.62
10.7,87.08
5.21,22.73
10.92,86.73
4.53,38.51
11.57,91.69
1.07,2.94
8.24,56.49
5.93,58.71
4.65,37.52
7.59,76.15
8.45,62.31
0.05,0.0
2.0,24.18
8.56,52.22
8.0,51.84
11.59,100.0
9.13,61.34
11.41,73.08
8.43,86.13
3.58,14.67
1.26,11.96
9.38,75.75
7.73,33.73
0.58,1.95
4.32,39.05
11.48,95.4
6.0,57.07
5.19,37.67
5.49,51.06
2.51,13.16
4.42,21.29
4.44,22.52
0.63,0.0
9.21,83.78
5.0,24.84
9.87,81.67
10.2,78.97
2.54,19.32
7.89,76.74
5.67,40.95
10.56,90.61
2.59,21.09
8.13,63.55
7.29,81.34
3.54,13.94
1.64,26.01
7.82,69.12
8.86,66.11
3.79,46.59
7.74,43.42
4.74,32.71
8.56,56.38
2.39,23.25
10.68,74.33
3.45,31.92
4.41,33.44
0.7,0.78
1.34,14.59
6.19,46.84
3.21,14.8
10.03,100.0
0.18,0.0
4.55,14.22
4.05,23.96
0.23,0.0
1.49,20.2
4.96,42.93
5.91,51.3
4.85,35.11
6.37,48.18
7.14,53.42
0.12,0.14
5.57,52.91
11.56,95.86
6.23,54.83
8.13,70.04
3.74,38.78
9.29,77.18
9.28,77.79
6.26,61.93
11.71,87.05
1.51,3.5
0.2,0.0
9.24,75.76
9.69,58.95
1.44,16.16
3.19,24.4
0.21,13.03
3.52,21.44
9.28,72.19
6.22,60.95
4.18,47.25
4.46,28.89
0.02,1.95
3.6,31.73
7.76,65.8
11.69,90.9
10.16,94.13
0.28,0.0
10.78,82.05
9.4,79.67
9.36,79.49
5.5,57.5
4.78,50.19
3.63,26.22
0.79,19.31
2.74,14.77
2.96,32.98
5.81,64.58
8.97,83.9
5.69,46.54
0.69,2.24
11.49,76.66
11.31,93.61
9.42,64.23
11.9,87.24
6.53,40.36
11.55,87.82
0.91,6.98
4.39,37.84
2.7,15.63
2.35,29.49
1.69,11.44
7.47,51.87
9.38,77.27
6.94,75.15
1.76,17.46
9.73,74.24
7.63,45.78
4.66,35.07
8.09,67.07
3.12,21.08
4.14,16.48
11.01,79.57
3.49,42.43
5.64,59.46
10.68,76.59
8.49,74.67
0.75,0.0
1.77,28.18
0.09,3.21
7.57,70.06
5.37,25.83
1.61,19.67
11.5,91.88
6.36,59.37
2.9,32.37
6.01,48.72
8.16,59.24
0.91,15.12
3.3,25.77
9.68,68.74
5.52,34.93
6.56,37.7
5.19,36.45
0.53,15.24
1.99,17.69
5.35,37.47
2.51,28.13
0.6,0.0
10.12,81.94
11.77,92.4
9.52,83.93
10.25,66.19
2.9,14.73
11.53,75.84
2.36,16.31
11.42,100.0
11.94,90.45
8.54,63.22
11.77,100.0
6.83,65.36
3.11,24.03
5.24,48.8
7.12,46.21
0.88,20.8
7.47,81.23
11.77,99.41
2.28,0.0
9.51,70.51
10.89,93.29
11.32,86.38
11.52,100.0
6.26,55.94
11.73,86.76
9.09,73.02
1.94,6.58
5.72,43.96
8.62,63.41
2.97,35.49
7.69,82.66
8.0,49.68
1.95,0.0
6.78,51.8
9.26,58.89
5.99,48.36
0.15,8.65
0.11,15.81
4.28,36.29
11.11,86.98
2.74,2.17
7.61,61.16
2.66,22.03
3.86,37.27
10.18,74.33
8.75,65.62
1.14,0.0
5.14,18.24
0.35,0.0
5.77,30.46
7.95,66.96
1.42,6.19
3.47,22.35
4.77,28.35
11.03,55.95
11.92,100.0
0.54,0.0
9.13,68.93
4.46,21.14
4.71,47.4
9.05,73.84
11.02,79.91
11.41,87.37
6.93,72.19
4.29,33.55
9.45,73.79
3.01,14.68
6.77,35.21
4.3,32.82
7.88,66.29
2.88,34.07
2.3,0.0
11.02,76.9
1.22,3.97
6.07,48.54
2.65,19.75
0.47,2.52
0.43,7.54
2.1,7.79
10.4,92.55
3.39,31.45
11.41,88.05
6.98,71.84
5.24,57.48
6.96,65.02
6.2,19.42
9.11,88.63
3.39,35.07
4.24,53.96
10.73,98.21
11.36,100.0
10.71,94.47
5.03,53.75
9.36,94.86
5.72,47.89
5.97,32.04
2.46,16.57
7.09,60.65
2.23,18.62
3.98,19.36
10.26,65.77
2.48,12.47
0.85,14.91
0.83,22.43
11.29,99.48
6.08,59.24
4.91,38.5
9.73,60.42
10.03,75.69
3.99,29.3
8.32,61.62
9.25,74.57
7.86,67.26
1.82,23.08
10.51,81.3
6.47,32.72
3.39,22.29
5.1,41.26
0.45,15.83
1.53,6.6
9.19,78.62
0.0,2.9
5.0,40.43
6.27,59.47
0.66,0.0
11.68,87.66
2.71,21.59
3.65,22.8
3.65,34.26
2.76,14.99
0.02,2.4
8.75,69.02
11.6,94.97
2.69,16.93
7.96,60.26
8.9,72.18
10.18,83.47
5.07,40.53
3.64,46.13
3.9,21.32
8.55,67.77
9.8,62.67
2.18,21.16
4.45,24.46
10.82,83.8
9.68,73.72
11.82,97.36
9.05,66.88
4.72,31.79
7.09,71.06
7.93,66.3
0.94,1.92
6.53,49.76
8.51,84.55
2.01,13.71
9.37,68.05
7.01,49.19
11.43,85.92
0.51,0.0
3.18,12.67
7.22,46.51
3.56,20.18
8.57,74.5
9.11,69.05
1.23,7.77
6.17,62.03
6.11,61.8
4.43,32.63
11.2,83.25
9.93,70.8
8.37,73.86
8.57,66.53
5.54,40.46
11.05,80.28
8.34,58.98
8.75,73.18
10.34,69.57
3.29,36.26
9.68,72.14
2.34,17.25
4.14,19.78
4.03,32.09
11.74,90.66
10.28,81.73
8.41,82.03
8.72,71.57
6.74,46.01
11.37,83.81
5.96,53.59
4.57,49.52
1.96,18.47
9.43,82.36
8.81,76.6
4.61,51.09
0.3,0.0
10.07,87.22
0.14,10.93
8.44,54.17
11.64,84.29
5.25,33.51
2.82,15.27
8.46,62.85
9.81,80.87
6.56,61.11
11.6,100.0
0.62,0.0
6.06,40.01
8.62,82.13
10.35,89.28
2.15,18.04
9.6,81.53
6.63,52.76
4.76,43.32
1.58,9.28
10.38,85.76
1.89,0.0
3.72,22.86
3.48,21.07
10.46,79.91
8.07,55.31
9.56,71.15
3.01,8.9
7.5,65.47
6.86,54.06
9.99,62.9
10.87,78.64
0.15,4.53
8.09,59.28
0.62,0.0
6.59,51.94
3.45,31.05
3.68,15.09
4.24,39.39
7.46,51.64
4.01,31.89
8.79,69.98
4.85,33.56
0.82,0.0
9.41,72.38
3.43,43.69
5.19,27.93
8.23,82.73
3.99,29.32
0.68,5.79
4.49,25.03
11.33,82.95
7.7,56.58
8.06,54.01
7.59,58.61
2.39,15.03
5.02,58.67
9.01,60.43
1.22,10.76
3.33,29.15
3.32,15.82
5.18,48.34
11.76,90.13
0.81,0.0
6.22,56.39
2.15,6.05
11.65,82.71
1.36,17.76
4.84,35.27
8.85,80.01
8.45,79.74
5.07,34.13
4.16,41.2
4.77,30.62
3.17,47.7
2.46,12.78
5.8,56.63
3.22,34.22
3.45,30.76
7.88,56.34
11.62,91.47
7.24,36.41
0.92,9.63
0.91,10.75
11.42,92.67
3.57,0.0
1.1,0.0
7.19,50.03
7.48,62.79
7.78,65.15
3.21,23.97
0.18,7.8
11.58,82.38
3.01,30.19
8.11,69.65
8.48,71.61
7.32,56.74
3.75,48.35
3.25,30.96
7.17,47.69
10.39,85.63
11.36,98.41
1.27,4.29
1.86,25.76
11.34,94.52
8.84,47.28
10.6,87.76
2.43,15.39
7.05,61.78
8.41,76.75
8.16,67.24
4.9,55.84
0.18,0.0
7.0,62.21
3.04,32.35
5.4,42.25
11.49,99.72
4.79,32.36
10.08,76.4
2.26,4.98
8.07,66.97
11.72,97.05
1.22,21.57
0.1,8.71
5.2,38.78
1.11,0.0
8.98,76.17
10.97,98.9
5.21,49.22
3.1,35.68
5.21,39.58
8.68,64.78
0.11,0.0
7.07,56.03
7.36,58.09
7.65,63.28
2.9,21.94
8.57,67.21
1.1,1.01
2.39,28.55
10.53,85.0
8.86,69.17
0.16,0.0
2.98,10.52
2.57,33.66
3.25,31.54
2.97,7.53
0.75,13.63
5.51,53.28
8.79,71.59
7.28,74.23
8.07,66.76
0.97,0.0
11.42,94.99
10.06,82.94
9.66,71.26
9.88,84.74
11.19,72.86
6.53,62.15
2.4,10.45
7.4,49.36
8.91,70.18
8.86,75.17
6.26,51.7
0.82,0.0
4.45,30.57
11.05,77.06
7.01,53.86
6.46,62.43
3.23,25.77
4.42,43.97
10.74,100.0
8.0,58.1
9.45,73.72
5.45,65.33
7.56,74.95
2.98,7.12
8.47,71.6
5.13,41.06
5.31,50.75
7.79,54.89
11.24,81.49
0.77,0.0
9.9,73.46
3.51,36.22
5.33,30.8
0.26,0.0
3.61,11.01
6.03,58.32
0.67,18.1
5.89,43.87
11.13,86.02
1.26,14.65
9.17,88.13
4.92,43.41
7.86,55.92
3.12,8.79
1.91,4.16
1.93,16.14
0.85,0.21
2.23,19.77
7.97,58.24
10.58,74.06
9.77,66.39
8.22,81.4
1.33,19.49
3.47,45.07
3.72,35.14
3.0,19.7
6.18,62.67
6.43,51.08
4.28,36.47
4.25,33.54
9.94,50.07
9.47,91.82
3.69,34.46
10.97,91.02
11.43,90.85
3.92,33.0
4.25,28.05
6.07,54.71
11.29,77.28
10.52,85.99
1.23,15.46
4.71,35.72
6.64,56.83
6.04,38.39
2.33,8.95
10.31,84.81
8.12,71.77
10.05,61.69
10.31,87.66
8.98,66.41
5.27,40.24
7.33,45.22
1.92,6.88
8.08,74.33
2.15,17.54
8.33,62.79
2.76,20.88
1.41,16.18
1.98,20.27
0.02,0.0
8.62,79.93
8.79,80.02
6.18,53.57
1.94,16.04
1.0,14.59
0.23,4.98
1.99,26.52
10.69,94.52
2.9,13.0
4.25,23.15
1.26,3.1
2.67,31.11
6.23,34.08
7.29,62.29
2.94,27.18
0.69,17.17
4.69,39.34
2.81,9.05
2.63,11.48
11.52,80.33
7.4,53.79
6.68,51.63
4.99,28.26
5.15,55.89
6.49,38.67
8.36,80.32
8.43,79.26
2.06,25.47
6.0,41.07
4.94,42.97
10.45,70.8
7.58,69.73
6.39,50.38
1.38,6.98
7.27,45.9
1.41,0.0
4.05,21.99
1.71,24.84
8.3,62.41
2.48,18.11
4.7,44.17
10.75,100.0
2.45,32.86
6.09,39.03
5.03,20.82
0.22,25.34
9.51,98.79
0.83,8.51
5.69,32.82
6.73,63.46
7.54,59.25
8.26,64.98
3.04,33.26
0.12,4.3
8.68,57.59
6.43,48.18
10.03,86.88
9.86,83.96
10.12,83.58
5.82,55.9
4.0,28.41
9.5,77.78
5.42,9.57
2.2,13.11
10.26,89.72
10.59,80.82
5.6,40.1
0.91,0.0
4.65,47.26
9.64,82.62
10.82,94.82
2.44,2.27
0.8,4.82
10.53,81.42
4.67,34.58
6.5,45.85
11.62,89.47
0.8,14.89
7.78,43.11
0.89,24.89
4.51,40.88
9.65,76.74
5.2,50.68
11.97,81.21
6.71,47.02
3.85,29.62
2.64,34.79
4.21,33.19
4.47,40.26
0.82,0.7
4.43,40.35
5.57,61.34
8.67,79.34
7.88,62.23
8.51,74.8
0.1,6.58
2.61,25.96
7.94,74.64
5.81,57.51
0.06,0.0
9.65,83.65
9.27,70.36
6.58,43.42
0.8,3.69
9.2,72.82
7.0,39.42
9.38,83.67
9.02,44.49
9.64,100.0
6.22,64.75
1.68,10.86
8.05,64.53
7.45,62.6
8.91,65.36
2.04,18.23
2.34,17.28
10.68,84.54
9.0,73.81
10.9,74.05
9.1,73.23
7.17,58.96
7.85,64.09
10.67,83.2
6.95,66.94
7.59,57.17
1.88,17.3
5.69,58.47
8.6,67.98
3.25,28.16
2.43,18.45
3.77,42.5
2.9,20.61
2.58,33.47
5.1,39.75
10.89,78.56
6.08,55.47
2.26,14.99
0.92,13.59
8.35,39.54
4.59,36.8
9.86,74.3
7.91,52.68
9.55,70.91
3.26,20.37
8.31,65.99
3.17,11.68
11.27,93.31
7.64,74.75
3.89,33.96
3.23,33.96
2.29,29.27
8.34,79.05
2.62,39.7
7.14,52.16
3.18,18.22
7.94,71.38
9.78,85.32
9.34,82.45
9.13,91.93
2.25,18.14
1.06,12.75
8.39,57.3
4.42,56.71
5.19,38.14
0.37,0.0
3.11,21.45
0.4,0.0
10.55,77.11
2.92,18.13
6.69,39.85
0.47,0.0
8.0,83.51
3.88,38.37
10.78,95.46
10.66,97.03
3.9,49.57
10.81,68.78
11.95,83.33
9.9,71.2
10.14,76.41
2.99,20.9
6.92,50.89
0.81,8.65
1.14,9.47
11.99,88.67
3.92,9.6
8.98,61.9
9.68,71.95
10.3,79.9
11.97,84.48
2.9,18.28
0.48,0.0
4.93,38.22
1.56,1.76
0.27,0.0
4.33,21.51
9.4,73.7
6.79,45.69
3.75,39.09
7.85,66.88
2.78,21.58
0.17,0.0
9.17,77.18
7.48,66.79
9.15,74.61
0.47,19.78
10.05,84.96
7.43,68.61
6.76,55.42
7.5,66.72
10.37,75.02
7.04,51.76
6.97,59.26
11.89,98.53
9.08,77.72
5.31,53.46
8.49,53.66
4.67,27.62
2.75,24.27
7.16,50.05
11.14,100.0
11.15,94.35
4.1,32.04
6.33,45.5
2.54,15.52
11.95,95.88
11.77,95.31
7.79,57.79
9.65,74.49
8.58,82.09
7.12,70.79
0.64,7.64
5.46,30.24
8.1,70.16
8.13,80.59
4.48,49.52
11.3,97.75
2.01,30.29
6.0,48.57
8.29,72.61
8.37,60.12
7.78,65.19
3.3,39.72
1.87,9.1
7.63,52.44
7.19,58.51
2.15,14.95
8.46,74.18
5.46,39.16
8.01,81.29
10.05,67.49
2.04,28.83
0.23,0.0
9.35,56.83
7.32,60.91
8.4,64.62
10.06,69.37
9.63,60.26
11.53,92.16
6.43,61.21
5.86,52.75
4.82,39.15
1.84,19.54
6.87,54.7
3.32,12.3
11.06,74.24
7.0,53.95
7.11,55.31
4.26,42.58
0.62,12.56
0.38,9.1
5.08,37.84
1.01,0.0
7.28,62.38
10.57,89.83
10.59,60.87
7.91,54.92
